CpGs,Monocytes_EPIC,B-cells_EPIC,CD4T-cells_EPIC,NK-cells_EPIC,CD8T-cells_EPIC,Neutrophils_EPIC,Erythrocyte_progenitors,Adipocytes,Bladder
cg14345154,0.4976,0.9126,0.9038,0.8988,0.9065,0.075,0.8875,0.8787,0.8946
cg10456459,0.0724,0.9215,0.9115,0.9035,0.9226,0.0636,0.8853,0.9279,0.9199
cg01332882,0.4006,0.8714,0.881,0.8418,0.8994,0.1345,0.5602,0.9318,0.945
cg21781157,0.2562,0.5877,0.7084,0.5466,0.7804,0.08,0.2175,0.7384,0.8475
cg23334433,0.1492,0.8872,0.877,0.8755,0.8757,0.0555,0.9121,0.8785,0.9013
cg13618516,0.3619,0.9029,0.8968,0.8934,0.9064,0.0948,0.9552,0.8791,0.9138
cg06623899,0.4648,0.926,0.9226,0.8764,0.9244,0.17,0.9627,0.8764,0.9407
cg13466180,0.7626,0.9173,0.93,0.942,0.9332,0.4675,0.966,0.9143,0.9525
cg25605731,0.417,0.8803,0.9289,0.952,0.9349,0.055,0.9649,0.9405,0.9553
cg04334723,0.2589,0.6938,0.6485,0.7533,0.6655,0.0649,0.7629,0.6208,0.7384
cg01692842,0.8156,0.8686,0.8346,0.8423,0.8415,0.0569,0.9229,0.6673,0.8387
cg20203469,0.8879,0.9033,0.8855,0.887,0.8968,0.2513,0.9296,0.8757,0.8945
cg19037107,0.8599,0.912,0.9002,0.8837,0.8867,0.0662,0.9374,0.8516,0.9115
cg22381196,0.6894,0.9222,0.9251,0.9137,0.923,0.0466,0.9557,0.8645,0.8818
cg15520845,0.8732,0.917,0.9065,0.9165,0.922,0.171,0.8593,0.9125,0.9136
cg13931640,0.1569,0.6697,0.961,0.9185,0.974,0.2737,0.8812,0.9391,0.9443
cg07737292,0.0824,0.6022,0.9245,0.8362,0.9574,0.1074,0.8814,0.8963,0.9097
cg01040749,0.8198,0.8867,0.895,0.8902,0.898,0.1528,0.905,0.8741,0.9193
cg17090611,0.4003,0.9032,0.8976,0.8785,0.9093,0.0644,0.8705,0.8889,0.9006
cg18095675,0.5143,0.9016,0.8931,0.8846,0.9022,0.113,0.9053,0.8838,0.923
cg14189391,0.328,0.9633,0.9209,0.8974,0.9346,0.1897,0.8676,0.8099,0.9505
cg10239163,0.2621,0.9037,0.681,0.7435,0.7668,0.1653,0.8958,0.6438,0.8936
cg00471371,0.3882,0.9026,0.886,0.8923,0.9033,0.0928,0.9094,0.9014,0.8862
cg12019801,0.2082,0.9063,0.8706,0.8841,0.8846,0.0683,0.9025,0.8847,0.9028
cg26514623,0.4952,0.8714,0.889,0.905,0.9102,0.0954,0.8706,0.8806,0.8876
cg27340480,0.1804,0.9008,0.9004,0.8851,0.8971,0.0354,0.9122,0.8934,0.9113
cg19055828,0.5352,0.9064,0.9037,0.8947,0.9103,0.0426,0.8671,0.7086,0.9029
cg14516183,0.2412,0.9064,0.9039,0.8936,0.9098,0.0416,0.9144,0.9002,0.911
cg10342963,0.9438,0.9539,0.9515,0.9456,0.9411,0.3034,0.9153,0.9601,0.9396
cg23990557,0.8551,0.8682,0.8459,0.8453,0.8546,0.5512,0.9217,0.8872,0.8949
cg13595556,0.6813,0.9091,0.8834,0.847,0.8874,0.0617,0.9409,0.892,0.9059
cg01383911,0.9057,0.9084,0.9094,0.9011,0.9083,0.369,0.9372,0.9169,0.9081
cg06230847,0.9377,0.9348,0.9261,0.9218,0.9338,0.3639,0.9444,0.9102,0.9227
cg18869709,0.7718,0.9459,0.9409,0.9096,0.9431,0.2916,0.9679,0.9418,0.9343
cg09050670,0.035,0.437,0.7968,0.5258,0.8154,0.0216,0.0545,0.9324,0.9054
cg05413628,0.4065,0.7631,0.8747,0.7553,0.8962,0.2172,0.4774,0.9558,0.9736
cg08810397,0.5881,0.7611,0.8319,0.7443,0.8408,0.506,0.687,0.8844,0.8873
cg04012618,0.969,0.9698,0.9734,0.9705,0.9757,0.9644,0.384,0.9713,0.9759
cg08640475,0.9648,0.9734,0.9618,0.9704,0.9743,0.9072,0.2019,0.9665,0.9212
cg10099827,0.9708,0.9771,0.9654,0.9769,0.9789,0.8961,0.232,0.9506,0.9397
cg08640475,0.9648,0.9734,0.9618,0.9704,0.9743,0.9072,0.2019,0.9665,0.9212
cg10099827,0.9708,0.9771,0.9654,0.9769,0.9789,0.8961,0.232,0.9506,0.9397
cg04315923,0.9228,0.9412,0.9426,0.9482,0.9534,0.8909,0.2197,0.9472,0.9464
cg19586199,0.9654,0.9654,0.9622,0.9634,0.9674,0.9588,0.5955,0.9517,0.9784
cg17052552,0.9262,0.9331,0.9207,0.9214,0.9157,0.9198,0.008,0.9341,0.919
cg16760382,0.9302,0.9277,0.9194,0.927,0.9244,0.8894,0.187,0.9152,0.9529
cg12711054,0.7788,0.8448,0.8599,0.827,0.8683,0.5966,0.108,0.7678,0.8061
cg21104363,0.7833,0.8614,0.8511,0.8297,0.8669,0.5708,0.0857,0.6915,0.7874
cg01953317,0.8854,0.86,0.8874,0.8758,0.9017,0.8707,0.0473,0.9172,0.9061
cg18168751,0.9643,0.9613,0.9626,0.9647,0.9648,0.9668,0.7055,0.9661,0.9677
cg14203426,0.8614,0.9364,0.9377,0.9162,0.9367,0.7901,0.0431,0.9639,0.9335
cg23144852,0.8662,0.8865,0.8834,0.8687,0.9005,0.8119,0.0711,0.8982,0.9035
cg21414595,0.8965,0.893,0.8712,0.8932,0.8889,0.8858,0.2475,0.9315,0.9496
cg25185536,0.8669,0.9103,0.9008,0.9012,0.9072,0.8341,0.1494,0.9194,0.9136
cg24108508,0.855,0.8989,0.9024,0.9,0.9174,0.6974,0.0948,0.9093,0.914
cg10773745,0.8757,0.8917,0.817,0.8805,0.8697,0.8699,0.1102,0.9031,0.9144
cg09846625,0.9091,0.9057,0.902,0.8897,0.9078,0.8927,0.2513,0.9195,0.9095
cg04983687,0.951,0.9711,0.9505,0.8562,0.9651,0.8352,0.1193,0.9314,0.9197
cg05958985,0.7407,0.8261,0.7919,0.6994,0.8436,0.6483,0.2379,0.7884,0.8693
cg23580509,0.8963,0.9098,0.9044,0.8958,0.905,0.9077,0.118,0.8953,0.9142
cg03445653,0.944,0.9376,0.9229,0.8284,0.9309,0.9334,0.2482,0.8965,0.9157
cg07352016,0.8972,0.8973,0.8924,0.8921,0.8984,0.8729,0.1376,0.8912,0.8935
cg16666745,0.9067,0.8767,0.8695,0.907,0.8697,0.9009,0.1183,0.9091,0.8881
cg21768884,0.956,0.9559,0.9496,0.951,0.9509,0.941,0.2334,0.7257,0.9309
cg05184016,0.9596,0.9716,0.9612,0.9598,0.9577,0.9156,0.6178,0.9252,0.9479
cg07970948,0.922,0.9438,0.9098,0.9054,0.9023,0.8228,0.3939,0.8649,0.8557
cg04498775,0.8611,0.869,0.8764,0.8527,0.8824,0.8314,0.2415,0.8881,0.9198
cg15974642,0.9064,0.9061,0.8966,0.8948,0.905,0.8833,0.3199,0.9187,0.9139
cg12006794,0.8349,0.8851,0.8828,0.8994,0.8947,0.8009,0.1893,0.8642,0.8956
cg03907313,0.9287,0.9266,0.9276,0.9344,0.9211,0.9246,0.308,0.8983,0.9288
cg00263619,0.5928,0.8299,0.9152,0.7561,0.9121,0.6821,0.0851,0.8745,0.9157
cg13483984,0.9066,0.9082,0.8412,0.8924,0.75,0.8857,0.1894,0.9045,0.9115
cg08221288,0.9188,0.9182,0.9016,0.9062,0.9112,0.9085,0.4041,0.8963,0.9275
cg26811065,0.8964,0.837,0.7365,0.8402,0.7584,0.8705,0.0915,0.8842,0.9114
cg12065228,0.6133,0.6338,0.9205,0.9143,0.9352,0.5088,0.1093,0.889,0.8735
cg09797433,0.9088,0.9036,0.8772,0.9002,0.91,0.8858,0.1488,0.8924,0.932
cg03967329,0.891,0.9001,0.8759,0.8837,0.8867,0.8913,0.1141,0.8744,0.8867
cg23293256,0.885,0.8973,0.8404,0.8418,0.8301,0.8727,0.0984,0.9012,0.8796
cg05279229,0.7206,0.8136,0.8803,0.781,0.8988,0.5822,0.343,0.9573,0.9504
cg19850275,0.8583,0.8621,0.8682,0.5047,0.8761,0.8334,0.1757,0.8191,0.9007
cg07338119,0.9698,0.966,0.9116,0.9582,0.9155,0.9524,0.4853,0.9453,0.9762
cg13545717,0.7084,0.795,0.9079,0.8483,0.9159,0.6736,0.3422,0.9442,0.9388
cg26888623,0.8844,0.904,0.8976,0.7892,0.8963,0.8708,0.1593,0.8277,0.9039
cg06093201,0.9707,0.9684,0.9715,0.9686,0.9727,0.9728,0.7953,0.9761,0.9709
cg08923054,0.876,0.8751,0.8398,0.8566,0.8329,0.8818,0.219,0.8997,0.8813
cg23090159,0.7722,0.7887,0.7963,0.7835,0.8174,0.6192,0.1152,0.7329,0.8195
cg25643253,0.7708,0.8046,0.801,0.7936,0.8137,0.5865,0.0868,0.8028,0.8607
cg20836212,0.826,0.8807,0.8832,0.8737,0.8898,0.6191,0.0837,0.8505,0.8886
cg12711054,0.7788,0.8448,0.8599,0.827,0.8683,0.5966,0.108,0.7678,0.8061
cg03325598,0.8749,0.8598,0.859,0.8584,0.8819,0.8524,0.1944,0.9004,0.9083
cg05286196,0.894,0.8859,0.8816,0.8836,0.8904,0.8755,0.1686,0.8618,0.8523
cg22353369,0.9086,0.9053,0.8653,0.9102,0.9128,0.9016,0.3467,0.9253,0.902
cg15856832,0.8911,0.8817,0.8888,0.8678,0.8828,0.8712,0.1027,0.804,0.8828
cg05893843,0.759,0.84,0.8876,0.8159,0.8868,0.6904,0.1005,0.8363,0.8882
cg01499988,0.8577,0.8918,0.8668,0.8558,0.8843,0.776,0.1502,0.8852,0.8573
cg06876040,0.8757,0.8801,0.8855,0.8505,0.8757,0.8642,0.299,0.8657,0.919
cg07173484,0.8522,0.8821,0.865,0.8607,0.8744,0.8397,0.2622,0.8758,0.8805
cg02814691,0.9094,0.9002,0.8897,0.8906,0.8943,0.8964,0.117,0.8752,0.8064
cg07050712,0.8761,0.8794,0.7691,0.8496,0.842,0.8611,0.0896,0.8976,0.8599
cg05184016,0.9596,0.9716,0.9612,0.9598,0.9577,0.9156,0.6178,0.9252,0.9479
cg07970948,0.922,0.9438,0.9098,0.9054,0.9023,0.8228,0.3939,0.8649,0.8557
cg04198125,0.9528,0.9579,0.9538,0.957,0.9474,0.9512,0.7724,0.9708,0.9765
cg05477517,0.8298,0.8809,0.8906,0.88,0.9035,0.8007,0.3203,0.9019,0.8469
cg10330847,0.9082,0.9138,0.8986,0.748,0.9146,0.8942,0.2394,0.8812,0.8397
cg12099546,0.9046,0.8888,0.8855,0.8856,0.8913,0.8892,0.3943,0.902,0.9015
cg17203290,0.869,0.8278,0.7878,0.5307,0.8099,0.8356,0.1039,0.8465,0.8338
cg11310939,0.8762,0.897,0.8508,0.852,0.8086,0.8288,0.3725,0.9149,0.9069
cg09085220,0.871,0.9642,0.9744,0.9707,0.9774,0.883,0.7959,0.9605,0.9772
cg23434428,0.5033,0.8104,0.909,0.8169,0.9197,0.4612,0.0426,0.8123,0.8355
cg03184452,0.9121,0.9065,0.7783,0.8687,0.8645,0.9042,0.1632,0.7462,0.599
cg15034267,0.7859,0.8595,0.8314,0.836,0.8579,0.285,0.0493,0.7794,0.8653
cg04276669,0.7658,0.8447,0.8052,0.817,0.8482,0.6932,0.2115,0.8569,0.867
cg11730703,0.7887,0.9084,0.8925,0.8786,0.9063,0.7538,0.4384,0.904,0.9369
cg27286011,0.6163,0.8102,0.7996,0.7397,0.7928,0.5862,0.3086,0.7214,0.7476
cg25196715,0.8539,0.8875,0.8864,0.8997,0.9014,0.8516,0.294,0.9044,0.8814
cg27259391,0.9502,0.944,0.9525,0.9432,0.9458,0.9485,0.7221,0.9574,0.9304
cg11987455,0.8421,0.8843,0.8672,0.8664,0.8836,0.71,0.098,0.8895,0.8564
cg13363640,0.8822,0.8856,0.8543,0.8792,0.8836,0.8504,0.2869,0.8797,0.8728
cg07986378,0.4903,0.7434,0.878,0.805,0.8805,0.444,0.0742,0.8689,0.8532
cg19382157,0.4669,0.7885,0.5757,0.386,0.5242,0.4154,0.0837,0.9538,0.9203
cg08223760,0.8818,0.9011,0.8728,0.865,0.8918,0.842,0.0762,0.7493,0.7614
cg06857116,0.0988,0.8741,0.904,0.8723,0.8993,0.2516,0.0313,0.8759,0.8349
cg01742370,0.4273,0.8798,0.8936,0.8676,0.908,0.19,0.2054,0.9155,0.9164
cg12298872,0.6414,0.8494,0.8681,0.8569,0.8933,0.5768,0.3949,0.7826,0.8352
cg04141129,0.8324,0.9139,0.8592,0.6707,0.8747,0.8279,0.1524,0.8449,0.7521
cg10443146,0.818,0.7676,0.7812,0.7656,0.7959,0.7977,0.0963,0.8615,0.8065
cg26136776,0.7869,0.8241,0.8143,0.7981,0.8336,0.7421,0.1291,0.715,0.7678
cg11896104,0.8758,0.8862,0.8788,0.8728,0.887,0.8524,0.1353,0.7929,0.8206
cg01335658,0.7796,0.9512,0.9731,0.8758,0.9738,0.7864,0.7553,0.9685,0.9754
cg03325598,0.8749,0.8598,0.859,0.8584,0.8819,0.8524,0.1944,0.9004,0.9083
cg05286196,0.894,0.8859,0.8816,0.8836,0.8904,0.8755,0.1686,0.8618,0.8523
cg26396815,0.8906,0.9042,0.8626,0.88,0.877,0.8416,0.228,0.8626,0.8538
cg19232164,0.8952,0.905,0.8801,0.8714,0.8976,0.8488,0.2195,0.897,0.8968
cg00308936,0.8767,0.9021,0.8964,0.8648,0.8945,0.8602,0.2063,0.8938,0.6415
cg22987457,0.9594,0.9588,0.9472,0.9513,0.9492,0.95,0.7685,0.974,0.9773
cg26806603,0.8554,0.8686,0.8037,0.8366,0.7906,0.8349,0.3907,0.8212,0.8081
cg17784922,0.8726,0.8896,0.8584,0.852,0.8597,0.8254,0.0983,0.7813,0.768
cg10668363,0.7606,0.8153,0.8344,0.8052,0.8484,0.6434,0.0685,0.7803,0.8617
cg06408559,0.5312,0.662,0.8086,0.7003,0.8364,0.3806,0.1213,0.8703,0.8963
cg08806644,0.9061,0.9126,0.8925,0.9055,0.9091,0.9103,0.498,0.9076,0.9079
cg23812679,0.9092,0.9118,0.9106,0.882,0.8976,0.8742,0.3301,0.9209,0.6003
cg26420795,0.6766,0.8094,0.766,0.5312,0.6779,0.5834,0.1123,0.8797,0.8557
cg15982099,0.0262,0.0377,0.9307,0.9176,0.9366,0.0417,0.0053,0.8707,0.8886
cg19135352,0.8334,0.7996,0.811,0.776,0.8356,0.7942,0.1803,0.8261,0.8607
cg16729016,0.9041,0.9028,0.9024,0.8949,0.9091,0.8766,0.4031,0.9053,0.8786
cg11787626,0.8744,0.8976,0.8857,0.8854,0.896,0.8688,0.3288,0.877,0.8972
cg21267551,0.8264,0.8428,0.8229,0.8355,0.8369,0.8244,0.667,0.8156,0.8622
cg04784315,0.3203,0.7554,0.8827,0.8742,0.8972,0.1917,0.0572,0.7572,0.8652
cg25721818,0.7463,0.879,0.8869,0.8603,0.8803,0.7222,0.3296,0.8881,0.8779
cg10108888,0.7304,0.8597,0.8681,0.8813,0.8937,0.5906,0.1097,0.7594,0.8397
cg03290602,0.8568,0.8162,0.7884,0.8466,0.7901,0.8485,0.2215,0.8881,0.8882
cg19071507,0.8745,0.872,0.8356,0.8585,0.865,0.859,0.3764,0.8663,0.8824
cg01500431,0.8865,0.8869,0.8971,0.8875,0.8974,0.844,0.3038,0.8923,0.9082
cg07185119,0.8293,0.8377,0.7929,0.8384,0.8741,0.79,0.2085,0.8491,0.8859
cg01044465,0.9755,0.9746,0.9721,0.9718,0.9745,0.9702,0.9868,0.7481,0.9856
cg08502383,0.9705,0.9676,0.9692,0.9687,0.9692,0.9709,0.9886,0.6582,0.9738
cg01537765,0.9639,0.9621,0.9579,0.9627,0.9602,0.9635,0.9562,0.5655,0.9834
cg13052101,0.9471,0.9758,0.9778,0.9735,0.9791,0.9032,0.9748,0.1143,0.975
cg14043593,0.9538,0.9521,0.9543,0.9471,0.9562,0.9524,0.9813,0.5157,0.9775
cg05342467,0.9484,0.9453,0.9454,0.9443,0.9458,0.946,0.967,0.6229,0.9402
cg19601293,0.9796,0.9784,0.9791,0.9794,0.9814,0.9784,0.985,0.7312,0.9729
cg01879273,0.9748,0.977,0.9814,0.9635,0.979,0.9733,0.9765,0.6547,0.9764
cg06651376,0.9744,0.9721,0.9744,0.9744,0.9747,0.9718,0.9859,0.5461,0.9452
cg11274148,0.9775,0.9739,0.9752,0.9727,0.9729,0.972,0.9819,0.5325,0.9746
cg14038482,0.9657,0.955,0.958,0.9656,0.9549,0.9602,0.9885,0.6171,0.9709
cg06723421,0.8542,0.8334,0.8264,0.8314,0.8233,0.8424,0.8872,0.649,0.8364
cg15575320,0.7948,0.7484,0.7455,0.7733,0.7666,0.76,0.8065,0.5541,0.7639
cg26065792,0.9728,0.9773,0.9766,0.977,0.9814,0.9689,0.9774,0.6255,0.9762
cg07949777,0.9798,0.975,0.979,0.9799,0.9786,0.9799,0.9921,0.7102,0.9823
cg00953309,0.9598,0.9546,0.9548,0.9543,0.9617,0.9518,0.9634,0.3753,0.9218
cg01772149,0.958,0.9676,0.9567,0.9606,0.9574,0.9565,0.984,0.3028,0.9092
cg05721751,0.9771,0.9776,0.9736,0.9771,0.9764,0.9712,0.9863,0.6521,0.9625
cg25379549,0.9674,0.9652,0.9679,0.9634,0.9699,0.9636,0.9845,0.6157,0.9669
cg11351958,0.9819,0.9814,0.9815,0.9801,0.981,0.975,0.985,0.6103,0.9765
cg17522332,0.9796,0.9798,0.9763,0.9731,0.9745,0.9664,0.9816,0.5602,0.973
cg05721751,0.9771,0.9776,0.9736,0.9771,0.9764,0.9712,0.9863,0.6521,0.9625
cg25379549,0.9674,0.9652,0.9679,0.9634,0.9699,0.9636,0.9845,0.6157,0.9669
cg02353814,0.9521,0.9588,0.9442,0.9419,0.9465,0.9488,0.9807,0.6193,0.9754
cg21555471,0.9808,0.9819,0.9789,0.9803,0.9815,0.9796,0.9895,0.6305,0.9636
cg23022656,0.9686,0.9666,0.9665,0.9699,0.9654,0.9512,0.985,0.5512,0.9519
cg17522332,0.9796,0.9798,0.9763,0.9731,0.9745,0.9664,0.9816,0.5602,0.973
cg25379549,0.9674,0.9652,0.9679,0.9634,0.9699,0.9636,0.9845,0.6157,0.9669
cg05643613,0.9516,0.9631,0.9615,0.9629,0.9639,0.9508,0.8983,0.261,0.9316
cg07055259,0.9761,0.9762,0.9759,0.9769,0.9785,0.9709,0.9834,0.5148,0.9138
cg26080331,0.9647,0.9647,0.9514,0.962,0.9577,0.9601,0.9762,0.4643,0.9219
cg04081844,0.9411,0.9358,0.9132,0.9216,0.931,0.925,0.9657,0.3946,0.8681
cg10634728,0.9664,0.754,0.9518,0.9668,0.9592,0.97,0.9819,0.6711,0.9255
cg18328265,0.9518,0.7151,0.9457,0.958,0.9539,0.9671,0.9847,0.6435,0.9025
cg27290274,0.9794,0.9782,0.9774,0.9782,0.9755,0.9783,0.9855,0.8079,0.9826
cg00838040,0.9426,0.9404,0.9422,0.9416,0.9541,0.9394,0.9314,0.4668,0.8893
cg17858500,0.9778,0.9771,0.958,0.975,0.9708,0.9748,0.9883,0.4794,0.9759
cg25283432,0.7169,0.9738,0.967,0.9723,0.97,0.9519,0.9888,0.6222,0.9721
cg03034934,0.9727,0.963,0.9569,0.9592,0.9622,0.9698,0.9853,0.6919,0.9656
cg06210783,0.9816,0.9834,0.9825,0.9822,0.983,0.9816,0.9938,0.4224,0.9735
cg22432760,0.9554,0.5851,0.9507,0.9519,0.9596,0.9544,0.9822,0.5159,0.9551
cg10634728,0.9664,0.754,0.9518,0.9668,0.9592,0.97,0.9819,0.6711,0.9255
cg18328265,0.9518,0.7151,0.9457,0.958,0.9539,0.9671,0.9847,0.6435,0.9025
cg12257170,0.9382,0.9272,0.9295,0.9253,0.9324,0.9218,0.9721,0.4944,0.9573
cg09577425,0.9674,0.9672,0.9588,0.9627,0.9654,0.9593,0.896,0.6702,0.938
cg06991955,0.9306,0.896,0.958,0.9515,0.9641,0.9295,0.9768,0.4553,0.9409
cg18641463,0.8939,0.9152,0.9574,0.9485,0.9512,0.7585,0.9766,0.2995,0.9385
cg27083825,0.9538,0.8458,0.9514,0.9451,0.9544,0.9495,0.9709,0.5639,0.9697
cg21592241,0.9807,0.9798,0.971,0.9765,0.9766,0.9721,0.9907,0.8119,0.9902
cg05342467,0.9484,0.9453,0.9454,0.9443,0.9458,0.946,0.967,0.6229,0.9402
cg19601293,0.9796,0.9784,0.9791,0.9794,0.9814,0.9784,0.985,0.7312,0.9729
cg22396632,0.9793,0.9734,0.9707,0.9746,0.9734,0.9722,0.9881,0.3194,0.7386
cg20640374,0.9651,0.966,0.9663,0.9648,0.9633,0.9626,0.9563,0.1462,0.8502
cg14393952,0.951,0.9512,0.9464,0.9415,0.9497,0.9437,0.9692,0.6138,0.9593
cg14284797,0.9623,0.964,0.9666,0.9613,0.9673,0.9503,0.9834,0.3652,0.8521
cg14329833,0.9081,0.8965,0.8942,0.8961,0.9054,0.8695,0.8955,0.2631,0.8921
cg14660539,0.9622,0.9575,0.9481,0.9509,0.9552,0.9482,0.9711,0.6046,0.9312
cg18327049,0.9622,0.9675,0.9642,0.9577,0.9617,0.9605,0.9767,0.6317,0.9681
cg13496790,0.9731,0.9662,0.9717,0.9748,0.9756,0.9733,0.9697,0.6274,0.9468
cg14858786,0.9713,0.9724,0.9713,0.9744,0.9743,0.9573,0.9885,0.3523,0.8781
cg00715343,0.9752,0.97,0.9748,0.9709,0.9744,0.9726,0.9695,0.5636,0.9766
cg05740106,0.9716,0.9733,0.9685,0.9694,0.973,0.9655,0.9771,0.6268,0.9786
cg20876525,0.8786,0.8853,0.8393,0.8636,0.8752,0.8431,0.93,0.5846,0.903
cg11387916,0.9144,0.8912,0.8904,0.8947,0.8943,0.8999,0.8587,0.6576,0.9262
cg22770294,0.9761,0.9729,0.9739,0.9747,0.975,0.9733,0.968,0.7045,0.9761
cg00667841,0.9228,0.9171,0.9213,0.9211,0.912,0.9127,0.7651,0.8146,0.9224
cg20163085,0.9757,0.9732,0.9705,0.9704,0.9746,0.9708,0.9807,0.5721,0.9737
cg05837235,0.9725,0.9687,0.971,0.9708,0.9738,0.9726,0.985,0.7603,0.9805
cg18045556,0.9574,0.9649,0.956,0.9215,0.962,0.9508,0.9636,0.6382,0.8634
cg01413848,0.9762,0.9713,0.9695,0.9656,0.9736,0.9701,0.9845,0.7305,0.9626
cg05229649,0.9368,0.9228,0.92,0.9188,0.9379,0.917,0.9685,0.6494,0.9865
cg18326783,0.8266,0.8448,0.8476,0.847,0.8458,0.8226,0.9155,0.54,0.8107
cg07805940,0.9691,0.9758,0.9709,0.9629,0.9744,0.9671,0.9837,0.7956,0.9845
cg07455504,0.9685,0.807,0.9698,0.9672,0.9705,0.9724,0.988,0.672,0.9837
cg15168958,0.9646,0.9106,0.9575,0.9609,0.9648,0.9639,0.9887,0.5103,0.9385
cg17380943,0.8909,0.8505,0.8773,0.8827,0.8881,0.8713,0.9033,0.5826,0.8657
cg04432275,0.9739,0.9721,0.9728,0.9704,0.973,0.9686,0.9823,0.6639,0.9424
cg24863254,0.8226,0.813,0.8201,0.8133,0.8304,0.8135,0.8855,0.5831,0.8275
cg04056669,0.9588,0.9622,0.9579,0.9164,0.9579,0.9412,0.9403,0.5211,0.9529
cg12602405,0.963,0.7321,0.9671,0.9644,0.9654,0.9654,0.961,0.2987,0.8554
cg24679453,0.9705,0.9709,0.9718,0.965,0.971,0.9678,0.9871,0.3188,0.7234
cg19637686,0.9662,0.9675,0.9635,0.9628,0.9682,0.9659,0.9443,0.7614,0.9645
cg16601444,0.9674,0.9686,0.9636,0.963,0.966,0.9602,0.9692,0.6458,0.9187
cg25729585,0.9718,0.9721,0.9658,0.9681,0.9692,0.9716,0.9697,0.6265,0.9545
cg15470344,0.8987,0.8962,0.8967,0.8788,0.8825,0.8827,0.9121,0.5769,0.8414
cg26032417,0.9626,0.9618,0.9571,0.9625,0.9541,0.9549,0.9823,0.6578,0.9653
cg11924452,0.883,0.8752,0.884,0.8866,0.8825,0.8734,0.9138,0.5294,0.8307
cg26328150,0.9514,0.9377,0.9396,0.9492,0.9477,0.9407,0.9625,0.6265,0.9296
cg08255187,0.9558,0.9575,0.9629,0.9317,0.966,0.9412,0.9811,0.8204,0.9468
cg23046231,0.9736,0.9647,0.9412,0.9712,0.9707,0.9727,0.9909,0.6475,0.9602
cg03490289,0.967,0.9678,0.9611,0.9578,0.963,0.9582,0.9856,0.4906,0.7738
cg03531984,0.9592,0.9518,0.9526,0.9538,0.959,0.9467,0.9599,0.6685,0.9734
cg09837481,0.9119,0.9094,0.8989,0.9057,0.9016,0.9085,0.954,0.7632,0.9064
cg11106060,0.915,0.9004,0.8988,0.9028,0.9098,0.8974,0.9412,0.6117,0.9004
cg18100532,0.8742,0.8599,0.8242,0.8514,0.8127,0.8644,0.893,0.5397,0.8296
cg14762845,0.9176,0.918,0.92,0.9184,0.9218,0.925,0.9317,0.6864,0.9272
cg26855231,0.953,0.9532,0.8774,0.9114,0.8446,0.9223,0.9775,0.3893,0.941
cg14374015,0.8812,0.8777,0.8226,0.8192,0.8203,0.8361,0.7576,0.3407,0.8592
cg22758834,0.9289,0.9301,0.9164,0.9088,0.9172,0.9083,0.9024,0.4012,0.9098
cg18564849,0.9395,0.9433,0.9379,0.9219,0.9402,0.9367,0.9609,0.3794,0.9155
cg11516540,0.9307,0.9546,0.9358,0.9312,0.9467,0.9235,0.9655,0.4585,0.9514
cg14012264,0.9124,0.9111,0.9108,0.907,0.9204,0.9081,0.9328,0.6526,0.926
cg19080320,0.8987,0.8932,0.8866,0.8895,0.885,0.8823,0.9328,0.6302,0.9121
cg08722200,0.9763,0.9742,0.9732,0.9648,0.9765,0.9739,0.9847,0.708,0.9677
cg00972522,0.9705,0.9706,0.9677,0.9673,0.9703,0.9538,0.9827,0.8009,0.9665
cg14247862,0.9725,0.9754,0.9752,0.9732,0.9761,0.9672,0.9851,0.7778,0.9552
cg03307425,0.9815,0.9813,0.9769,0.981,0.9804,0.9807,0.986,0.8527,0.9848
cg25950036,0.9488,0.9502,0.9334,0.9272,0.9331,0.9348,0.9609,0.6075,0.9153
cg11060349,0.8474,0.7937,0.7303,0.7931,0.7462,0.8286,0.8906,0.5057,0.8031
cg23949969,0.9702,0.975,0.974,0.9726,0.9767,0.9736,0.9885,0.6494,0.884
cg22001208,0.9753,0.9731,0.9769,0.978,0.9773,0.9754,0.9889,0.6251,0.9665
cg13312036,0.9735,0.9696,0.9698,0.9703,0.9741,0.969,0.979,0.8065,0.9855
cg12218126,0.937,0.9372,0.9379,0.932,0.935,0.9393,0.9414,0.639,0.9429
cg27116577,0.9828,0.983,0.9802,0.9818,0.9826,0.9815,0.9907,0.8349,0.9835
cg13253153,0.9455,0.9496,0.9503,0.9513,0.9487,0.9468,0.9596,0.55,0.9029
cg12851635,0.8817,0.879,0.875,0.8746,0.8733,0.882,0.9186,0.6214,0.8268
cg06595211,0.925,0.9223,0.9293,0.9308,0.9271,0.9298,0.957,0.4165,0.9077
cg02627286,0.9685,0.9653,0.9642,0.9637,0.9706,0.9694,0.9807,0.6392,0.9302
cg14717314,0.9625,0.9568,0.9471,0.9455,0.953,0.9492,0.9723,0.6654,0.9063
cg03658690,0.8887,0.8982,0.942,0.8746,0.9412,0.8574,0.8215,0.4498,0.928
cg07739478,0.7986,0.817,0.8776,0.7853,0.8906,0.7613,0.7006,0.4168,0.8132
cg07449758,0.879,0.8811,0.8802,0.8065,0.8906,0.861,0.6896,0.6268,0.8202
cg26114961,0.8768,0.8581,0.8806,0.8236,0.8945,0.85,0.8048,0.5254,0.842
cg18253799,0.9613,0.9688,0.9655,0.9634,0.9696,0.9376,0.9838,0.6252,0.928
